sex,country,year,age,suicides_no,population,suicides/100k pop,HDI for year,gdp_for_year ($) ,gdp_per_capita ($)
female,Cuba,2014,55-74 years,116,1074729,"10,79",769,80656100000,7459
female,Cuba,2014,75+ years,51,388520,"13,13",769,80656100000,7459
female,Cuba,2015,15-24 years,17,696005,"2,44",,87132800000,8044
female,Cuba,2015,25-34 years,21,746139,"2,81",,87132800000,8044
female,Cuba,2015,35-54 years,102,1870168,"5,45",,87132800000,8044
female,Cuba,2015,5-14 years,0,600657,0,,87132800000,8044
female,Cuba,2015,55-74 years,104,1106391,"9,4",,87132800000,8044
female,Cuba,2015,75+ years,56,400826,"13,97",,87132800000,8044
female,Cuba,2016,15-24 years,,,,,,
female,Cuba,2016,25-34 years,,,,,,
female,Cuba,2016,35-54 years,,,,,,
female,Cuba,2016,5-14 years,,,,,,
female,Cuba,2016,55-74 years,,,,,,
female,Cuba,2016,75+ years,,,,,,
female,Cyprus,1985,15-24 years,,,,,,
female,Cyprus,1985,25-34 years,,,,,,
female,Cyprus,1985,35-54 years,,,,,,
female,Cyprus,1985,5-14 years,,,,,,
female,Cyprus,1985,55-74 years,,,,,,
female,Cyprus,1985,75+ years,,,,,,
female,Cyprus,1986,15-24 years,,,,,,
female,Cyprus,1986,25-34 years,,,,,,
female,Cyprus,1986,35-54 years,,,,,,
female,Cyprus,1986,5-14 years,,,,,,
female,Cyprus,1986,55-74 years,,,,,,
female,Cyprus,1986,75+ years,,,,,,
female,Cyprus,1987,15-24 years,,,,,,
female,Cyprus,1987,25-34 years,,,,,,
female,Cyprus,1987,35-54 years,,,,,,
female,Cyprus,1987,5-14 years,,,,,,
female,Cyprus,1987,55-74 years,,,,,,
female,Cyprus,1987,75+ years,,,,,,
female,Cyprus,1988,15-24 years,,,,,,
female,Cyprus,1988,25-34 years,,,,,,
female,Cyprus,1988,35-54 years,,,,,,
female,Cyprus,1988,5-14 years,,,,,,
female,Cyprus,1988,55-74 years,,,,,,
female,Cyprus,1988,75+ years,,,,,,
female,Cyprus,1989,15-24 years,,,,,,
female,Cyprus,1989,25-34 years,,,,,,
female,Cyprus,1989,35-54 years,,,,,,
female,Cyprus,1989,5-14 years,,,,,,
female,Cyprus,1989,55-74 years,,,,,,
female,Cyprus,1989,75+ years,,,,,,
female,Cyprus,1990,15-24 years,,,,,,
female,Cyprus,1990,25-34 years,,,,,,
female,Cyprus,1990,35-54 years,,,,,,
female,Cyprus,1990,5-14 years,,,,,,
female,Cyprus,1990,55-74 years,,,,,,
female,Cyprus,1990,75+ years,,,,,,
female,Cyprus,1991,15-24 years,,,,,,
female,Cyprus,1991,25-34 years,,,,,,
female,Cyprus,1991,35-54 years,,,,,,
female,Cyprus,1991,5-14 years,,,,,,
female,Cyprus,1991,55-74 years,,,,,,
female,Cyprus,1991,75+ years,,,,,,
female,Cyprus,1992,15-24 years,,,,,,
female,Cyprus,1992,25-34 years,,,,,,
female,Cyprus,1992,35-54 years,,,,,,
female,Cyprus,1992,5-14 years,,,,,,
female,Cyprus,1992,55-74 years,,,,,,
female,Cyprus,1992,75+ years,,,,,,
female,Cyprus,1993,15-24 years,,,,,,
female,Cyprus,1993,25-34 years,,,,,,
female,Cyprus,1993,35-54 years,,,,,,
female,Cyprus,1993,5-14 years,,,,,,
female,Cyprus,1993,55-74 years,,,,,,
female,Cyprus,1993,75+ years,,,,,,
female,Cyprus,1994,15-24 years,,,,,,
female,Cyprus,1994,25-34 years,,,,,,
female,Cyprus,1994,35-54 years,,,,,,
female,Cyprus,1994,5-14 years,,,,,,
female,Cyprus,1994,55-74 years,,,,,,
female,Cyprus,1994,75+ years,,,,,,
female,Cyprus,1995,15-24 years,,,,,,
female,Cyprus,1995,25-34 years,,,,,,
female,Cyprus,1995,35-54 years,,,,,,
female,Cyprus,1995,5-14 years,,,,,,
female,Cyprus,1995,55-74 years,,,,,,
female,Cyprus,1995,75+ years,,,,,,
female,Cyprus,1996,15-24 years,,,,,,
female,Cyprus,1996,25-34 years,,,,,,
female,Cyprus,1996,35-54 years,,,,,,
female,Cyprus,1996,5-14 years,,,,,,
female,Cyprus,1996,55-74 years,,,,,,
female,Cyprus,1996,75+ years,,,,,,
female,Cyprus,1997,15-24 years,,,,,,
female,Cyprus,1997,25-34 years,,,,,,
female,Cyprus,1997,35-54 years,,,,,,
female,Cyprus,1997,5-14 years,,,,,,
female,Cyprus,1997,55-74 years,,,,,,
female,Cyprus,1997,75+ years,,,,,,
female,Cyprus,1998,15-24 years,,,,,,
female,Cyprus,1998,25-34 years,,,,,,
female,Cyprus,1998,35-54 years,,,,,,
female,Cyprus,1998,5-14 years,,,,,,
female,Cyprus,1998,55-74 years,,,,,,
female,Cyprus,1998,75+ years,,,,,,
female,Cyprus,1999,15-24 years,0,73855,0,,10614455232,12389
female,Cyprus,1999,25-34 years,0,70201,0,,10614455232,12389
female,Cyprus,1999,35-54 years,0,119889,0,,10614455232,12389
female,Cyprus,1999,5-14 years,0,69281,0,,10614455232,12389
female,Cyprus,1999,55-74 years,0,69881,0,,10614455232,12389
female,Cyprus,1999,75+ years,0,22730,0,,10614455232,12389
female,Cyprus,2000,15-24 years,0,75880,0,"0,8",10183317625,11635
female,Cyprus,2000,25-34 years,0,71455,0,"0,8",10183317625,11635
female,Cyprus,2000,35-54 years,0,122632,0,"0,8",10183317625,11635
female,Cyprus,2000,5-14 years,0,69500,0,"0,8",10183317625,11635
female,Cyprus,2000,55-74 years,0,72098,0,"0,8",10183317625,11635
female,Cyprus,2000,75+ years,0,23228,0,"0,8",10183317625,11635
female,Cyprus,2001,15-24 years,,,,,,
female,Cyprus,2001,25-34 years,,,,,,
female,Cyprus,2001,35-54 years,,,,,,
female,Cyprus,2001,5-14 years,,,,,,
female,Cyprus,2001,55-74 years,,,,,,
female,Cyprus,2001,75+ years,,,,,,
female,Cyprus,2002,15-24 years,,,,,,
female,Cyprus,2002,25-34 years,,,,,,
female,Cyprus,2002,35-54 years,,,,,,
female,Cyprus,2002,5-14 years,,,,,,
female,Cyprus,2002,55-74 years,,,,,,
female,Cyprus,2002,75+ years,,,,,,
female,Cyprus,2003,15-24 years,,,,,,
female,Cyprus,2003,25-34 years,,,,,,
female,Cyprus,2003,35-54 years,,,,,,
female,Cyprus,2003,5-14 years,,,,,,
female,Cyprus,2003,55-74 years,,,,,,
female,Cyprus,2003,75+ years,,,,,,
female,Cyprus,2004,15-24 years,0,56410,0,,17422375000,25227
female,Cyprus,2004,25-34 years,1,54147,"1,85",,17422375000,25227
female,Cyprus,2004,35-54 years,1,104038,"0,96",,17422375000,25227
female,Cyprus,2004,5-14 years,0,50624,0,,17422375000,25227
female,Cyprus,2004,55-74 years,0,65412,0,,17422375000,25227
female,Cyprus,2004,75+ years,0,22299,0,,17422375000,25227
female,Cyprus,2005,15-24 years,1,57341,"1,74","0,83",18703146375,26671
female,Cyprus,2005,25-34 years,0,55734,0,"0,83",18703146375,26671
female,Cyprus,2005,35-54 years,1,105435,"0,95","0,83",18703146375,26671
female,Cyprus,2005,5-14 years,0,49682,0,"0,83",18703146375,26671
female,Cyprus,2005,55-74 years,3,67452,"4,45","0,83",18703146375,26671
female,Cyprus,2005,75+ years,0,22842,0,"0,83",18703146375,26671
female,Cyprus,2006,15-24 years,0,58243,0,,20403713461,28600
female,Cyprus,2006,25-34 years,1,57514,"1,74",,20403713461,28600
female,Cyprus,2006,35-54 years,3,107098,"2,8",,20403713461,28600
female,Cyprus,2006,5-14 years,0,48947,0,,20403713461,28600
female,Cyprus,2006,55-74 years,3,69357,"4,33",,20403713461,28600
female,Cyprus,2006,75+ years,0,23595,0,,20403713461,28600
female,Cyprus,2007,15-24 years,0,60276,0,,24077470572,33048
female,Cyprus,2007,25-34 years,2,59428,"3,37",,24077470572,33048
female,Cyprus,2007,35-54 years,1,109618,"0,91",,24077470572,33048
female,Cyprus,2007,5-14 years,0,47379,0,,24077470572,33048
female,Cyprus,2007,55-74 years,1,71415,"1,4",,24077470572,33048
female,Cyprus,2007,75+ years,0,24362,0,,24077470572,33048
female,Cyprus,2008,15-24 years,0,61894,0,,27839460964,37267
female,Cyprus,2008,25-34 years,3,62348,"4,81",,27839460964,37267
female,Cyprus,2008,35-54 years,5,112837,"4,43",,27839460964,37267
female,Cyprus,2008,5-14 years,0,46407,0,,27839460964,37267
female,Cyprus,2008,55-74 years,2,73788,"2,71",,27839460964,37267
female,Cyprus,2008,75+ years,0,25015,0,,27839460964,37267
female,Cyprus,2009,15-24 years,0,63385,0,,25942622951,33816
female,Cyprus,2009,25-34 years,2,66001,"3,03",,25942622951,33816
female,Cyprus,2009,35-54 years,4,116224,"3,44",,25942622951,33816
female,Cyprus,2009,5-14 years,0,45750,0,,25942622951,33816
female,Cyprus,2009,55-74 years,0,76382,0,,25942622951,33816
female,Cyprus,2009,75+ years,1,25758,"3,88",,25942622951,33816
female,Cyprus,2010,15-24 years,3,64577,"4,65",848,25562251656,32477
female,Cyprus,2010,25-34 years,0,69866,0,848,25562251656,32477
female,Cyprus,2010,35-54 years,4,119200,"3,36",848,25562251656,32477
female,Cyprus,2010,5-14 years,0,45354,0,848,25562251656,32477
female,Cyprus,2010,55-74 years,1,79168,"1,26",848,25562251656,32477
female,Cyprus,2010,75+ years,0,26570,0,848,25562251656,32477
female,Cyprus,2011,15-24 years,0,64690,0,852,27427161523,34249
female,Cyprus,2011,25-34 years,0,73838,0,852,27427161523,34249
female,Cyprus,2011,35-54 years,3,122543,"2,45",852,27427161523,34249
female,Cyprus,2011,5-14 years,0,44757,0,852,27427161523,34249
female,Cyprus,2011,55-74 years,1,80672,"1,24",852,27427161523,34249
female,Cyprus,2011,75+ years,1,25937,"3,86",852,27427161523,34249
female,Cyprus,2012,15-24 years,0,63355,0,852,25041372222,30752
female,Cyprus,2012,25-34 years,1,75365,"1,33",852,25041372222,30752
female,Cyprus,2012,35-54 years,1,125423,"0,8",852,25041372222,30752
female,Cyprus,2012,5-14 years,0,44613,0,852,25041372222,30752
female,Cyprus,2012,55-74 years,0,83946,0,852,25041372222,30752
female,Cyprus,2012,75+ years,0,27031,0,852,25041372222,30752
female,Cyprus,2013,15-24 years,0,59969,0,"0,85",24084572491,29624
female,Cyprus,2013,25-34 years,0,73849,0,"0,85",24084572491,29624
female,Cyprus,2013,35-54 years,4,125846,"3,18","0,85",24084572491,29624
female,Cyprus,2013,5-14 years,0,44407,0,"0,85",24084572491,29624
female,Cyprus,2013,55-74 years,1,86452,"1,16","0,85",24084572491,29624
female,Cyprus,2013,75+ years,0,28320,0,"0,85",24084572491,29624
female,Cyprus,2014,15-24 years,3,59114,"5,07","0,85",23359294149,29024
female,Cyprus,2014,25-34 years,4,72330,"5,53","0,85",23359294149,29024
female,Cyprus,2014,35-54 years,1,122485,"0,82","0,85",23359294149,29024
female,Cyprus,2014,5-14 years,0,44760,0,"0,85",23359294149,29024
female,Cyprus,2014,55-74 years,5,87152,"5,74","0,85",23359294149,29024
female,Cyprus,2014,75+ years,0,29382,0,"0,85",23359294149,29024
female,Cyprus,2015,15-24 years,1,58123,"1,72",,19676167240,24718
female,Cyprus,2015,25-34 years,2,70765,"2,83",,19676167240,24718
female,Cyprus,2015,35-54 years,3,118975,"2,52",,19676167240,24718
female,Cyprus,2015,5-14 years,0,44693,0,,19676167240,24718
female,Cyprus,2015,55-74 years,3,87902,"3,41",,19676167240,24718
female,Cyprus,2015,75+ years,0,29924,0,,19676167240,24718
female,Cyprus,2016,15-24 years,0,58057,0,,20153871681,25098
female,Cyprus,2016,25-34 years,1,71307,"1,4",,20153871681,25098
female,Cyprus,2016,35-54 years,3,117819,"2,55",,20153871681,25098
female,Cyprus,2016,5-14 years,,,,,,
female,Cyprus,2016,55-74 years,1,90294,"1,11",,20153871681,25098
female,Cyprus,2016,75+ years,0,31234,0,,20153871681,25098
female,Czech Republic,1985,15-24 years,,,,,,
female,Czech Republic,1985,25-34 years,,,,,,
female,Czech Republic,1985,35-54 years,,,,,,
female,Czech Republic,1985,5-14 years,,,,,,
female,Czech Republic,1985,55-74 years,,,,,,
female,Czech Republic,1985,75+ years,,,,,,
female,Czech Republic,1986,15-24 years,,,,,,
female,Czech Republic,1986,25-34 years,,,,,,
female,Czech Republic,1986,35-54 years,,,,,,
female,Czech Republic,1986,5-14 years,,,,,,
female,Czech Republic,1986,55-74 years,,,,,,
female,Czech Republic,1986,75+ years,,,,,,
female,Czech Republic,1987,15-24 years,,,,,,
female,Czech Republic,1987,25-34 years,,,,,,
female,Czech Republic,1987,35-54 years,,,,,,
female,Czech Republic,1987,5-14 years,,,,,,
female,Czech Republic,1987,55-74 years,,,,,,
female,Czech Republic,1987,75+ years,,,,,,
female,Czech Republic,1988,15-24 years,,,,,,
female,Czech Republic,1988,25-34 years,,,,,,
female,Czech Republic,1988,35-54 years,,,,,,
female,Czech Republic,1988,5-14 years,,,,,,
female,Czech Republic,1988,55-74 years,,,,,,
female,Czech Republic,1988,75+ years,,,,,,
female,Czech Republic,1989,15-24 years,,,,,,
female,Czech Republic,1989,25-34 years,,,,,,
female,Czech Republic,1989,35-54 years,,,,,,
female,Czech Republic,1989,5-14 years,,,,,,
female,Czech Republic,1989,55-74 years,,,,,,
female,Czech Republic,1989,75+ years,,,,,,
female,Czech Republic,1990,15-24 years,34,747900,"4,55",761,40477403220,4168
female,Czech Republic,1990,25-34 years,53,684200,"7,75",761,40477403220,4168
female,Czech Republic,1990,35-54 years,150,1426600,"10,51",761,40477403220,4168
female,Czech Republic,1990,5-14 years,1,767500,"0,13",761,40477403220,4168
female,Czech Republic,1990,55-74 years,196,1017200,"19,27",761,40477403220,4168
female,Czech Republic,1990,75+ years,129,364700,"35,37",761,40477403220,4168
female,Czech Republic,1991,15-24 years,33,766400,"4,31",,29675502270,3070
female,Czech Republic,1991,25-34 years,45,668900,"6,73",,29675502270,3070
female,Czech Republic,1991,35-54 years,157,1443700,"10,87",,29675502270,3070
female,Czech Republic,1991,5-14 years,1,735500,"0,14",,29675502270,3070
female,Czech Republic,1991,55-74 years,171,1024900,"16,68",,29675502270,3070
female,Czech Republic,1991,75+ years,104,352900,"29,47",,29675502270,3070
female,Czech Republic,1992,15-24 years,22,789000,"2,79",,34590052812,3573
female,Czech Republic,1992,25-34 years,52,660200,"7,88",,34590052812,3573
female,Czech Republic,1992,35-54 years,164,1465300,"11,19",,34590052812,3573
female,Czech Republic,1992,5-14 years,0,710300,0,,34590052812,3573
female,Czech Republic,1992,55-74 years,164,1035800,"15,83",,34590052812,3573
female,Czech Republic,1992,75+ years,104,337800,"30,79",,34590052812,3573
female,Czech Republic,1993,15-24 years,35,810500,"4,32",,40614350197,4186
female,Czech Republic,1993,25-34 years,46,655900,"7,01",,40614350197,4186
female,Czech Republic,1993,35-54 years,159,1482300,"10,73",,40614350197,4186
female,Czech Republic,1993,5-14 years,0,687600,0,,40614350197,4186
female,Czech Republic,1993,55-74 years,155,1049400,"14,77",,40614350197,4186
female,Czech Republic,1993,75+ years,110,322400,"34,12",,40614350197,4186
female,Czech Republic,1994,15-24 years,31,828100,"3,74",,47554674591,4891
female,Czech Republic,1994,25-34 years,41,658900,"6,22",,47554674591,4891
female,Czech Republic,1994,35-54 years,177,1491800,"11,86",,47554674591,4891
female,Czech Republic,1994,5-14 years,2,666800,"0,3",,47554674591,4891
female,Czech Republic,1994,55-74 years,176,1057000,"16,65",,47554674591,4891
female,Czech Republic,1994,75+ years,104,314000,"33,12",,47554674591,4891
female,Czech Republic,1995,15-24 years,35,837000,"4,18",785,59775697061,6134
female,Czech Republic,1995,25-34 years,25,668100,"3,74",785,59775697061,6134
female,Czech Republic,1995,35-54 years,138,1494200,"9,24",785,59775697061,6134
female,Czech Republic,1995,5-14 years,4,651600,"0,61",785,59775697061,6134
female,Czech Republic,1995,55-74 years,150,1056900,"14,19",785,59775697061,6134
female,Czech Republic,1995,75+ years,97,317400,"30,56",785,59775697061,6134
female,Czech Republic,1996,15-24 years,24,835700,"2,87",,66985765439,6861
female,Czech Republic,1996,25-34 years,26,679400,"3,83",,66985765439,6861
female,Czech Republic,1996,35-54 years,117,1493000,"7,84",,66985765439,6861
female,Czech Republic,1996,5-14 years,1,642600,"0,16",,66985765439,6861
female,Czech Republic,1996,55-74 years,117,1054200,"11,1",,66985765439,6861
female,Czech Republic,1996,75+ years,77,327500,"23,51",,66985765439,6861
female,Czech Republic,1997,15-24 years,21,828400,"2,54",,61792161168,6314
female,Czech Republic,1997,25-34 years,32,693900,"4,61",,61792161168,6314
female,Czech Republic,1997,35-54 years,134,1492200,"8,98",,61792161168,6314
female,Czech Republic,1997,5-14 years,1,634800,"0,16",,61792161168,6314
female,Czech Republic,1997,55-74 years,106,1051400,"10,08",,61792161168,6314
female,Czech Republic,1997,75+ years,61,340800,"17,9",,61792161168,6314
female,Czech Republic,1998,15-24 years,31,813700,"3,81",,66490372105,6779
female,Czech Republic,1998,25-34 years,20,710600,"2,81",,66490372105,6779
female,Czech Republic,1998,35-54 years,110,1490700,"7,38",,66490372105,6779
female,Czech Republic,1998,5-14 years,3,627200,"0,48",,66490372105,6779
female,Czech Republic,1998,55-74 years,116,1053700,"11,01",,66490372105,6779
female,Czech Republic,1998,75+ years,65,354800,"18,32",,66490372105,6779
female,Czech Republic,1999,15-24 years,24,790478,"3,04",,64867483193,6606
female,Czech Republic,1999,25-34 years,32,728994,"4,39",,64867483193,6606
female,Czech Republic,1999,35-54 years,107,1488619,"7,19",,64867483193,6606
female,Czech Republic,1999,5-14 years,0,616895,0,,64867483193,6606
female,Czech Republic,1999,55-74 years,94,1061220,"8,86",,64867483193,6606
female,Czech Republic,1999,75+ years,68,368195,"18,47",,64867483193,6606
female,Czech Republic,2000,15-24 years,25,763848,"3,27",821,61649492817,6278
female,Czech Republic,2000,25-34 years,26,751117,"3,46",821,61649492817,6278
female,Czech Republic,2000,35-54 years,120,1487345,"8,07",821,61649492817,6278
female,Czech Republic,2000,5-14 years,4,600843,"0,67",821,61649492817,6278
female,Czech Republic,2000,55-74 years,113,1069748,"10,56",821,61649492817,6278
female,Czech Republic,2000,75+ years,63,380114,"16,57",821,61649492817,6278
female,Czech Republic,2001,15-24 years,19,745082,"2,55",,67523642262,6863
female,Czech Republic,2001,25-34 years,30,772655,"3,88",,67523642262,6863
female,Czech Republic,2001,35-54 years,129,1476998,"8,73",,67523642262,6863
female,Czech Republic,2001,5-14 years,2,586157,"0,34",,67523642262,6863
female,Czech Republic,2001,55-74 years,92,1084169,"8,49",,67523642262,6863
female,Czech Republic,2001,75+ years,57,387754,"14,7",,67523642262,6863
female,Czech Republic,2002,15-24 years,26,714488,"3,64",,81910771994,8399
female,Czech Republic,2002,25-34 years,30,788166,"3,81",,81910771994,8399
female,Czech Republic,2002,35-54 years,108,1451319,"7,44",,81910771994,8399
female,Czech Republic,2002,5-14 years,1,563932,"0,18",,81910771994,8399
female,Czech Republic,2002,55-74 years,86,1105366,"7,78",,81910771994,8399
female,Czech Republic,2002,75+ years,67,395065,"16,96",,81910771994,8399
female,Czech Republic,2003,15-24 years,22,694102,"3,17",,99627140274,10220
female,Czech Republic,2003,25-34 years,29,810207,"3,58",,99627140274,10220
female,Czech Republic,2003,35-54 years,127,1431458,"8,87",,99627140274,10220
female,Czech Republic,2003,5-14 years,3,544809,"0,55",,99627140274,10220
female,Czech Republic,2003,55-74 years,99,1129314,"8,77",,99627140274,10220
female,Czech Republic,2003,75+ years,74,403426,"18,34",,99627140274,10220
female,Czech Republic,2004,15-24 years,14,676084,"2,07",,119162172468,12226
female,Czech Republic,2004,25-34 years,24,829828,"2,89",,119162172468,12226
female,Czech Republic,2004,35-54 years,99,1417483,"6,98",,119162172468,12226
female,Czech Republic,2004,5-14 years,3,525775,"0,57",,119162172468,12226
female,Czech Republic,2004,55-74 years,95,1150600,"8,26",,119162172468,12226
female,Czech Republic,2004,75+ years,62,411827,"15,05",,119162172468,12226
female,Czech Republic,2005,15-24 years,16,663458,"2,41",847,136280689891,13961
female,Czech Republic,2005,25-34 years,33,841934,"3,92",847,136280689891,13961
female,Czech Republic,2005,35-54 years,109,1408555,"7,74",847,136280689891,13961
female,Czech Republic,2005,5-14 years,2,506842,"0,39",847,136280689891,13961
